label,text
,Online manufacturing platform 3D Hubs  Amsterdam  the Netherlands  has changed its name to Hubs  in order to reposition the company as one offering a wide range of manufacturing services.
,Amsterdam  May 10th  2021 - Online manufacturing platform 3D Hubs today announced it has rebranded to Hubs.
,Hubs  formerly 3D Hubs  is an online manufacturing platform that provides engineers with on-demand access to a global network of manufacturing partners.
,(United States)  3D Hubs (Netherland)  WASP 3D (Italy)  Voxel8  Inc.
,Online manufacturing platform 3D Hubs has rebranded to Hubs.
,Protolabs has entered into a definitive agreement to acquire 3D Hubs  a leading online manufacturing platform that provides engineers with on-demand access to a global network of approximately 240 premium manufacturing partners.
,“The addition of 3D Hubs provides Protolabs a platform to evolve our service model to provide unprecedented manufacturing flexibility to our customers ” said Rob Bodor  Protolabs’ current VP and GM of the Americas and incoming President and Chief Executive Officer.
,Bram de Zwart and Brian Garret founded 3D Hubs in 2013.
,3D Hubs provides customers with instant pricing and design feedback  and orders are fulfilled through thoroughly vetted premium manufacturing partners in over 20 countries worldwide  offering vast manufacturing capacity and a broad range of manufacturing capabilities at a variety of competitive pricing levels.
,It is surprising how the ongoing pandemic could shake the foundations upon which Airbnb has been built and  at the same time  accelerate the evolution of 3D Hubs’ distributed manufacturing approach.
,“The entire 3D Hubs team is thrilled to join Protolabs and continue to revolutionize the manufacturing industry through innovation.
,VanMoof first came on my radar when Apple announced the first few products that were compatible with the Find My network.
,The VanMoof S3 and X3 joined the likes of Belkin’s SOUNDFORM Freedom True Wireless Earbuds and the Chipolo ONE Spot item finder as the first third-party with built-in Find My integration.
,And while I was initially most excited to learn how Find My would work with a bike  the VanMoof S3  with its sleek black exterior  simple lines  and uber-clean weld seams  had me wanting one to call my own.
,Watch my hands-on video as I take the VanMoof S3 for a ride around the block  and be sure to subscribe to 9to5mac on YouTube for more.
,Video: VanMoof S3 – it’s like if Apple made an e-bike
,The first thing that stood out to me upon receipt of the VanMoof S3 is how the bike is packaged.
,Simply put  the design of the VanMoof S3 is the best that I’ve ever seen in a bike  electric or otherwise.
,The VanMoof S3  on the other hand  takes the exact opposite approach.
,After setting up the bike  you’ll need to download the VanMoof app from the App Store and set up your account.
,Settings is where I found myself most of the time while using the VanMoof app.
,Being one of only three third-party products initially compatible with Apple’s Find My network  this was the feature that initially put the VanMoof S3 on my radar.
,Locking the VanMoof S3 literally takes just a few seconds  thanks to the built-in kick lock on the rear wheel.
,But in Apple-like fashion  I found the VanMoof S3 easy to learn.
,The VanMoof S3 does this in a very natural way  with the front-mounted hub motor assisting with just a faint whirring sound.
,As you pedal  the VanMoof S3’s motor provides assistance  which can help you to easily power up a steep hill or quickly speed off on a straightaway.
,In a turbulent year for many auction houses  Catawiki  an international online marketplace headquartered in the Netherlands  has thrived.
,Not only did Catawiki’s web-based model prove stable amid the COVID-19 pandemic  which disrupted book fairs and traditional live auctions across the globe  but one of the platform’s guiding principles—the democratization of collecting and selling—has also helped the platform capture new users at an unprecedented pace.
,Marc Harrison  category manager of Books  Manuscripts  and Cartography at Catawiki said almost 10 000 books were sold on the platform in April alone.
,Each lot on Catawiki is curated by experts who use their in-depth subject matter knowledge to aid buyers and sellers alike  while the platform connects individuals and streamlines the sales process.
,Meanwhile  Catawiki—which announced a €150 million investment round led by Permira in 2020—is also staffing itself to handle a more diverse range of books.
,With this expanding range of expertise  Catawiki’s book department has created a buying and selling experience so efficient and effective it boasts an extremely low return rate.
,Top Leading Companies of Global Online Auction Market are Sotheby  Christie  Catawiki  Troostwijk  Auction Technology Group  Phillips  Bonhams  Auctelia  SDL Auctions  Autorola  Vavato  Easy Live Auction  Nagel  Alcopa Auction and others.
